what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303911038099
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1303911044134
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1303911068811
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1303911069788
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1303911075828
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1303911101983
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1303911120229
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1303911151542
activated,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1303911153346
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303911154251
closed,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1303911154252
activated,editor,org.eclipse.wst.html.ui,1.0.401.v200908111935,"org.eclipse.wst.html.core.htmlsource.source",1303911155191
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1303911155931
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1303911157119
opened,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1303911161402
activated,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1303911161457
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1303911161595
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1303911163500
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1303911181457
activated,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1303911200057
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1303911206548
activated,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1303911214899
activated,editor,org.eclipse.wst.html.ui,1.0.401.v200908111935,"org.eclipse.wst.html.core.htmlsource.source",1303911283870
closed,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1303911283870
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1303911286062
